	# Species	Genes	Genuses	Genes_with_ZDNA	Max ZH-Score	Mean ZH-Score	Function
965	40	40	9	0			Cytochrome d ubiquinol oxidase subunit ii
966	40	40	9	0			Cytochrome ubiquinol oxidase subunit i
1002	40	40	9	0			Nfed family protein
1020	40	40	9	0			Bifunctional trna pseudouridine(32) synthase/23s rrna pseudouridine(746) synthase rlua
1034	40	40	9	0			Ribosome hibernation promoting factor
1066	40	40	10	0			Superoxide dismutase
1072	40	40	9	0			Deoxyribose-phosphate aldolase
1090	40	40	10	0			Ybab/ebfc family nucleoid-associated protein
1101	40	40	9	0			Electron transport complex subunit rsxg
1102	40	40	9	0			Electron transport complex subunit rsxd
1284	40	40	9	0			Asparaginase
1337	40	40	9	0			Large-conductance mechanosensitive channel protein mscl
1597	40	40	9	0			Bacterioferritin
1631	40	40	9	0			Sulfur carrier protein this
1756	40	40	9	0			Phosphate signaling complex protein phou
1803	40	40	9	0			Nadh-quinone oxidoreductase subunit c/d
1809	40	40	9	0			Nadh-quinone oxidoreductase subunit l
1811	40	40	9	0			Nadh-quinone oxidoreductase subunit nuon
1919	40	40	9	0			Rna 2',3'-cyclic phosphodiesterase
2017	40	40	9	0			Nadph-dependent 2,4-dienoyl-coa reductase
2082	40	40	9	0			A24 family peptidase
2123	40	40	9	0			Two-component system sensor histidine kinase phoq
2878	40	40	9	0			Two-component system response regulator rsta
3043	40	40	9	0			Glycerol-3-phosphate dehydrogenase
3845	40	40	9	0			Bifunctional aspartate kinase/homoserine dehydrogenase i
60	39	44	9	0			Nadh oxidoreductase
138	39	39	10	0			50s ribosomal protein l27
145	39	39	8	0			Virulence factor brkb family protein
261	39	39	10	0			30s ribosomal protein s20
272	39	39	8	0			Pyruvate dehydrogenase complex transcriptional repressor pdhr
297	39	39	8	0			Flavodoxin
343	39	39	9	0			Adp-glyceromanno-heptose 6-epimerase
348	39	39	10	0			50s ribosomal protein l11
368	39	43	10	0			1,4-dihydroxy-2-naphthoyl-coa synthase
399	39	39	8	0			Atp-dependent rna helicase srmb
416	39	39	9	0			Murein hydrolase activator nlpd
431	39	39	10	0			Serine o-acetyltransferase
459	39	39	9	0			Zinc ribbon domain-containing protein yjdm
534	39	39	8	0			Class i adenylate cyclase
555	39	40	10	0			Glutathione transferase
562	39	39	9	0			Invasion regulator sirb1
592	39	39	9	0			Putrescine abc transporter permease poth
644	39	39	10	0			30s ribosomal protein s15
834	39	39	8	0			Mechanosensitive channel msck
835	39	40	9	0			Deda family protein
865	39	39	9	0			Acetolactate synthase small subunit
934	39	39	9	0			Zinc abc transporter permease subunit znub
1049	39	39	8	0			Atp-dependent dna helicase
1050	39	39	8	0			Atp-dependent dna helicase ding
1176	39	39	9	0			Ribonuclease e
1272	39	39	8	0			Dna topoisomerase iii
1307	39	39	9	0			Tigr00645 family protein
1318	39	39	9	0			Yccs family putative transporter
1352	39	39	10	0			Voc family protein
1446	39	39	9	0			Transcriptional regulator slya
1609	39	39	8	0			Thiamine phosphate synthase
1661	39	39	8	0			Phosphoenolpyruvate--protein phosphotransferase
1769	39	39	8	0			Glycine cleavage system transcriptional repressor
1862	39	39	9	0			Duf1249 domain-containing protein
1945	39	40	9	0			Histidine ammonia-lyase
1998	39	39	9	0			D-amino acid dehydrogenase
2124	39	43	9	0			Two-component system response regulator phop
2189	39	39	8	0			23s rrna (cytosine(1962)-c(5))-methyltransferase rlmi
2208	39	39	8	0			Aminoacyl-trna hydrolase
2727	39	40	8	0			Nad(p)h-flavin reductase
2740	39	39	8	0			Esterase yqia
2782	39	39	9	0			Cysteine synthase cysm
2823	39	39	8	0			2-dehydropantoate 2-reductase
2824	39	39	8	0			Mfs transporter
2828	39	39	8	0			Cys-trna(pro)/cys-trna(cys) deacylase ybak
2840	39	39	8	0			Quinolinate synthase nada
2888	39	39	8	0			Spovr family protein
2895	39	39	8	0			Trna uridine 5-oxyacetic acid(34) methyltransferase cmom
2904	39	39	8	0			Prka family serine protein kinase
2954	39	40	8	0			Histidine abc transporter permease hisq
2956	39	39	8	0			4-phosphoerythronate dehydrogenase pdxb
2982	39	39	8	0			Anti-sigma-e factor rsea
2985	39	42	9	0			Sulfate abc transporter permease subunit cysw
2988	39	39	8	0			Class i sam-dependent methyltransferase
2999	39	39	8	0			Dtw domain-containing protein
3042	39	39	9	0			Rhomboid family intramembrane serine protease glpg
3070	39	39	8	0			Serine/threonine protein kinase
3085	39	39	8	0			Yeah/yhbh family protein
3087	39	39	8	0			L-aspartate oxidase
3149	39	39	9	0			Two-component system sensor histidine kinase kdpd
3525	39	39	8	0			Endolytic peptidoglycan transglycosylase rlpa
4705	39	39	8	0			Lps assembly lipoprotein lpte
6079	39	39	8	0			5'-methylthioadenosine/s-adenosylhomocysteine nucleosidase
6292	39	39	9	0			Methylglyoxal synthase
6300	39	44	8	0			Aminopeptidase pepb
6353	39	39	8	0			Elongation factor p--(r)-beta-lysine ligase
6370	39	39	9	0			Yjag family protein
6409	39	39	8	0			Ycjf family protein
6546	39	39	8	0			Pitrilysin
6798	39	39	9	0			N-acetylglucosamine-6-phosphate deacetylase
6822	39	39	8	0			Cysteine/glutathione abc transporter atp-binding protein/permease cydc
6823	39	39	8	0			Cysteine/glutathione abc transporter permease/atp-binding protein cydd
6858	39	39	8	0			Signal peptide peptidase sppa
6911	39	39	8	0			Ycjx family protein
6916	39	39	8	0			Gnat family n-acetyltransferase
8	38	38	10	0			30s ribosomal protein s5
99	38	38	9	0			Terc family protein
101	38	43	8	0			D-alanyl-d-alanine endopeptidase
114	38	39	10	0			Membrane protein insertion efficiency factor yidd
185	38	38	9	0			Abc transporter atp-binding protein
229	38	38	10	0			50s ribosomal protein l19
233	38	38	10	0			30s ribosomal protein s4
315	38	38	9	0			Ribose abc transporter atp-binding protein rbsa
386	38	38	9	0			Hth-type transcriptional repressor fabr
446	38	38	8	0			Bifunctional phosphoribosyl-amp cyclohydrolase/phosphoribosyl-atp diphosphatase hisie
572	38	38	8	0			Phosphatidylglycerophosphatase a
590	38	38	10	0			Putrescine abc transporter permease poti
646	38	38	9	0			Yche family naat transporter
725	38	38	9	0			Phosphate abc transporter permease pstc
726	38	38	9	0			Phosphate abc transporter permease psta
884	38	38	9	0			Deor/glpr family transcriptional regulator
893	38	40	9	0			Iron abc transporter substrate-binding protein
930	38	38	8	0			Ycbx family protein
950	38	38	8	0			Septation protein a
1012	38	38	9	0			Hth-type transcriptional activator ilvy
1083	38	38	8	0			Arginine abc transporter permease artq
1165	38	38	8	0			Pqib family protein
1259	38	38	9	0			Pts fructose transporter subunit iibc
1431	38	38	8	0			Peptidoglycan meso-diaminopimelic acid protein amidase
1596	38	38	9	0			Bacterioferritin-associated ferredoxin
1652	38	38	9	0			Hemolysin iii family protein
1804	38	38	9	0			Nadh-quinone oxidoreductase subunit nuoe
1843	38	38	9	0			Uvry/sira/gaca family response regulator transcription factor
1912	38	38	8	0			Pyridoxal phosphate-dependent aminotransferase
1963	38	38	8	0			Fatty acid oxidation complex subunit alpha fadb
1986	38	38	9	0			Dna-3-methyladenine glycosylase 2
2288	38	38	8	0			Two-component sensor histidine kinase bara
2346	38	38	9	0			Nadh-quinone oxidoreductase subunit nuog
2360	38	38	9	0			Fad-dependent oxidoreductase
2392	38	38	8	0			Acetolactate synthase 2 catalytic subunit
2399	38	38	9	0			Thioredoxin trxc
2550	38	38	8	0			Mfs transporter
2609	38	38	9	0			Glutamate synthase large subunit
2864	38	38	8	0			Nicotinate phosphoribosyltransferase
2874	38	38	9	0			Duf1289 domain-containing protein
2950	38	38	8	0			Abc-f family atpase
2979	38	38	8	0			No-inducible flavohemoprotein
3040	38	38	8	0			Osmc family protein
3062	38	41	8	0			High-affinity branched-chain amino acid abc transporter permease livm
3098	38	38	8	0			Nudix hydrolase yfcd
3173	38	39	9	0			Putrescine abc transporter atp-binding subunit potg
3175	38	38	8	0			Dna polymerase ii
4415	38	38	9	0			Fkbp-type peptidyl-prolyl cis-trans isomerase
5861	38	38	9	0			Purine-nucleoside phosphorylase
6010	38	38	8	0			Sugar/pyridoxal phosphate phosphatase yigl
6124	38	38	8	0			Asparagine--trna ligase
6334	38	38	8	0			Homoserine kinase
6411	38	38	8	0			Exoribonuclease ii
6416	38	38	8	0			Thymidine kinase
6692	38	38	8	0			Ef-p beta-lysylation protein epmb
6752	38	38	8	0			Aminoacyl-histidine dipeptidase
163	37	37	9	0			Nucleoid occlusion factor slma
396	37	37	8	0			Hlyc/corc family transporter
405	37	37	8	0			Yggl family protein
473	37	37	10	0			Cell division protein ftsz
498	37	37	9	0			Gluconate operon transcriptional repressor gntr
811	37	37	8	0			Envelope stress response regulator transcription factor cpxr
822	37	37	10	0			30s ribosomal protein s9
968	37	37	10	0			Co-chaperone groes
1068	37	37	10	0			Transcription termination factor rho
1104	37	37	9	0			Electron transport complex subunit rsxc
1199	37	37	9	0			2-hydroxyacid dehydrogenase
1372	37	37	8	0			Duf1043 family protein
1378	37	38	10	0			Udp-n-acetyl-d-mannosamine dehydrogenase
1381	37	37	9	0			1-phosphofructokinase
1464	37	41	9	0			Glutathione s-transferase
1482	37	37	9	0			Heme abc transporter atp-binding protein
1539	37	37	9	0			Quinone oxidoreductase
1588	37	37	9	0			Atp-dependent clp protease adapter clps
1660	37	37	8	0			Magnesium transporter
1807	37	37	9	0			Nadh-quinone oxidoreductase subunit j
1959	37	37	9	0			Isovaleryl-coa dehydrogenase
1999	37	38	8	0			Cation symporter
2192	37	37	8	0			Acetyl-coa c-acyltransferase fadi
2347	37	37	9	0			Nadh-quinone oxidoreductase subunit nuoh
2374	37	37	9	0			Lysr family transcriptional regulator argp
2428	37	37	8	0			Zinc-binding alcohol dehydrogenase family protein
2486	37	40	9	0			Flagellar hook-basal body complex protein flie
2588	37	37	9	0			Cytochrome o ubiquinol oxidase subunit iii
2714	37	39	9	0			Glyoxylate/hydroxypyruvate reductase ghrb
2805	37	37	8	0			Molecular chaperone skp
2817	37	37	8	0			Exonuclease subunit sbcd
2834	37	37	8	0			Potassium-transporting atpase subunit kdpc
2835	37	37	8	0			Potassium-transporting atpase subunit kdpa
2837	37	37	8	0			Succinate dehydrogenase membrane anchor subunit
2875	37	37	8	0			Gtp cyclohydrolase ii
2903	37	37	8	0			Duf1315 family protein
2951	37	40	9	0			Transcriptional regulator lrha
2986	37	40	9	0			Sulfate abc transporter permease subunit cyst
2987	37	38	9	0			Sulfate abc transporter substrate-binding protein
3063	37	37	8	0			High-affinity branched-chain amino acid abc transporter permease livh
3148	37	37	8	0			Potassium-transporting atpase subunit kdpb
3169	37	37	8	0			Microcin c abc transporter permease yejb
3188	37	41	8	0			Glycine betaine/l-proline abc transporter permease prow
3257	37	37	8	0			Rsd/algq family anti-sigma factor
3434	37	37	8	0			Fkbp-type peptidyl-prolyl cis-trans isomerase
3828	37	37	9	0			Ribosome alternative rescue factor arfa
5866	37	37	8	0			2,3,4,5-tetrahydropyridine-2,6-dicarboxylate n-succinyltransferase
5989	37	37	8	0			Deoxyribonuclease iv
6214	37	37	10	0			Aspartate/glutamate racemase family protein
6772	37	37	9	0			Bifunctional udp-sugar hydrolase/5'-nucleotidase usha
6840	37	37	9	0			Homocysteine s-methyltransferase family protein
21	36	36	9	0			50s ribosomal protein l31
45	36	36	9	0			50s ribosomal protein l21
120	36	36	8	0			Catabolite repressor/activator
142	36	37	8	0			Branched-chain amino acid transport system ii carrier protein
231	36	36	10	0			50s ribosomal protein l17
239	36	36	10	0			30s ribosomal protein s14
242	36	36	10	0			30s ribosomal protein s17
296	36	36	8	0			Fmn-binding protein mioc
313	36	36	8	0			Slc13 family permease
393	36	36	10	0			50s ribosomal protein l32
571	36	42	9	0			Lyse family transporter
667	36	36	8	0			Uracil-xanthine permease family protein
831	36	48	10	0			Alpa family transcriptional regulator
876	36	36	8	0			Ai-2e family transporter
1047	36	36	10	0			Ribose-phosphate pyrophosphokinase
1100	36	36	9	0			Electron transport complex subunit e
1128	36	37	8	0			Microcin c abc transporter atp-binding protein yejf
1183	36	36	8	0			Dna endonuclease smra
1186	36	38	9	0			Envelope stress sensor histidine kinase cpxa
1296	36	36	9	0			Prepilin peptidase-dependent pilin
1303	36	40	8	0			Metq/nlpa family lipoprotein
1308	36	41	10	0			Mbl fold metallo-hydrolase
1447	36	36	10	0			Arabinose operon transcriptional regulator arac
1867	36	36	8	0			Aconitate hydratase acna
2139	36	37	9	0			Drug/metabolite exporter yeda
2475	36	36	9	0			Yqjd family protein
2682	36	39	9	0			Abc transporter substrate-binding protein
2905	36	36	8	0			Duf480 domain-containing protein
2913	36	36	8	0			Microcin c abc transporter permease
2941	36	36	9	0			Flagellar hook assembly protein flgd
3034	36	36	9	0			Bifunctional isocitrate dehydrogenase kinase/phosphatase
3045	36	37	9	0			Homoserine/homoserine lactone efflux protein
3046	36	40	8	0			Thioesterase family protein
3155	36	36	8	0			Inorganic phosphate transporter pita
3704	36	36	8	0			Thiamine abc transporter substrate binding subunit
3730	36	36	8	0			Molecular chaperone
4016	36	36	9	0			Oligopeptide abc transporter permease oppc
4192	36	36	9	0			8-oxo-dgtp diphosphatase mutt
5992	36	36	8	0			Outer membrane permeability protein sana
6188	36	36	9	0			Cytochrome o ubiquinol oxidase subunit ii
6191	36	36	8	0			Cell division protein zapb
6218	36	36	8	0			Murein transglycosylase a
6439	36	36	8	0			Duf808 domain-containing protein
6472	36	36	8	0			Lps biosynthesis-modulating metalloenzyme yejm
6742	36	36	8	0			Thiamine abc transporter atp-binding protein thiq
6743	36	36	8	0			Thiamine/thiamine pyrophosphate abc transporter permease thip
6890	36	37	9	0			Aspartate aminotransferase family protein
5	35	35	10	0			30s ribosomal protein s13
46	35	35	9	0			50s ribosomal protein l22
159	35	35	8	0			Diaminobutyrate--2-oxoglutarate transaminase
222	35	35	8	0			2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
292	35	35	9	0			Tellurite resistance terb family protein
411	35	38	9	0			Amino acid abc transporter substrate-binding protein
678	35	35	9	0			Soxr-reducing system protein rsec
770	35	35	9	0			Serine/threonine transporter sstt
992	35	35	8	0			Selenide, water dikinase seld
1151	35	35	9	0			Dnaa initiator-associating protein diaa
1217	35	35	9	0			Iron abc transporter permease
1232	35	35	8	0			Aspartate ammonia-lyase
1351	35	35	8	0			Cytochrome b
1384	35	35	9	0			Abc transporter substrate-binding protein
1460	35	35	8	0			Ycei family protein
1473	35	35	9	0			Carboxylate/amino acid/amine transporter
1527	35	41	10	0			Polysaccharide export protein
1567	35	35	8	0			Dead/deah box helicase
1598	35	35	8	0			Lysophospholipid transporter lplt
1709	35	41	8	0			Eal domain-containing protein
1801	35	35	9	0			Nadh-quinone oxidoreductase subunit a
2213	35	35	8	0			Polyamine aminopropyltransferase
2441	35	35	8	0			Duf2065 domain-containing protein
2492	35	41	9	0			Flagellar biosynthesis protein flha
2511	35	42	9	0			Marr family transcriptional regulator
2762	35	35	8	0			U32 family peptidase
2764	35	35	8	0			Scp2 domain-containing protein
2803	35	35	8	0			Nadp(h)-dependent aldo-keto reductase
2827	35	35	8	0			Trna-(ms
2831	35	35	9	0			Duf493 family protein ybed
2901	35	36	8	0			Lysr family transcriptional regulator
2902	35	35	8	0			Sodium symporter
3003	35	35	8	0			Rna polymerase sigma factor rpos
3010	35	35	8	0			Duf3820 family protein
3026	35	35	8	0			Erythrose-4-phosphate dehydrogenase
3041	35	35	8	0			Gmp/imp nucleotidase
3060	35	35	8	0			High-affinity branched-chain amino acid abc transporter atp-binding protein livf
3084	35	35	8	0			23s rrna (guanine(745)-n(1))-methyltransferase
3112	35	35	8	0			Zinc transporter zntb
3137	35	37	9	0			Yeih family protein
3147	35	35	9	0			Pepsy domain-containing protein
3170	35	40	8	0			Adenosine deaminase
3572	35	35	8	0			Abc transporter atp-binding protein
3676	35	35	8	0			Cystathionine gamma-synthase
4413	35	35	8	0			Lysoplasmalogenase
6105	35	35	8	0			Ribonuclease i
6130	35	35	8	0			Ribose abc transporter permease
6153	35	35	8	0			Adenine-specific dna-methyltransferase
6338	35	35	8	0			Assimilatory sulfite reductase (nadph) hemoprotein subunit
6643	35	35	8	0			D-ribose pyranase
6802	35	35	8	0			Phosphoglucomutase (alpha-d-glucose-1,6-bisphosphate-dependent)
3	34	34	10	0			50s ribosomal protein l20
11	34	34	10	0			50s ribosomal protein l29
118	34	34	10	0			Dna-directed rna polymerase subunit omega
179	34	34	7	0			Heme exporter protein ccmb
207	34	34	8	0			Molybdopterin adenylyltransferase
245	34	34	9	0			50s ribosomal protein l23
317	34	35	8	0			Glycerol-3-phosphate transporter
424	34	34	7	0			Lipopolysaccharide heptosyltransferase rfac
425	34	34	10	0			30s ribosomal protein s7
506	34	34	7	0			Type iv pilus biogenesis/stability protein pilw
512	34	35	8	0			Mhs family mfs transporter
637	34	34	8	0			N-acetylmuramoyl-l-alanine amidase amib
638	34	35	7	0			N-acetylmuramoyl-l-alanine amidase amic
698	34	34	7	0			Co-chaperone hscb
748	34	34	8	0			Sodium-potassium/proton antiporter chaa
937	34	34	10	0			Rod shape-determining protein
962	34	35	9	0			Colicin uptake protein tolr
988	34	40	8	0			Terc family protein
1133	34	34	7	0			Cytochrome c biogenesis heme-transporting atpase ccma
1150	34	35	8	0			D-sedoheptulose 7-phosphate isomerase
1257	34	35	9	0			Tonb-dependent receptor
1260	34	34	8	0			1,4-alpha-glucan branching enzyme
1305	34	36	9	0			Lyse family translocator
1309	34	34	9	0			Fe3+-hydroxamate abc transporter atp-binding protein fhuc
1319	34	34	7	0			Sodium/pantothenate symporter
1375	34	34	8	0			6-carboxytetrahydropterin synthase qued
1394	34	34	7	0			Porin ompa
1505	34	36	9	0			Metalloregulator arsr/smtb family transcription factor
1507	34	34	8	0			Arginine abc transporter substrate-binding protein
1908	34	34	7	0			S-methyl-5-thioribose-1-phosphate isomerase
1929	34	34	8	0			Dksa/trar family c4-type zinc finger protein
1943	34	34	7	0			Acireductone dioxygenase
1962	34	34	7	0			Fatty acid oxidation complex subunit alpha fadj
2106	34	34	8	0			Adenosylmethionine decarboxylase
2108	34	38	8	0			Had-ib family hydrolase
2212	34	34	8	0			Potassium/proton antiporter
2218	34	34	7	0			2,3-bisphosphoglycerate-independent phosphoglycerate mutase
2239	34	34	8	0			Low-specificity l-threonine aldolase
2376	34	34	7	0			Amp nucleosidase
2506	34	34	8	0			Rhodanese-related sulfurtransferase
2542	34	34	9	0			Alkyl hydroperoxide reductase subunit f
2593	34	34	8	0			Phosphogluconate dehydratase
2648	34	34	9	0			L-threonine 3-dehydrogenase
2737	34	34	8	0			Nucleoside diphosphate kinase regulator
2739	34	34	7	0			Isoprenoid biosynthesis glyoxalase elbb
2757	34	34	7	0			23s rrna (guanine(1835)-n(2))-methyltransferase rlmg
2763	34	34	8	0			U32 family peptidase
2860	34	34	7	0			Dihydroorotase
2924	34	34	8	0			Nad-dependent malic enzyme
2998	34	36	8	0			Glycine betaine/l-proline abc transporter atp-binding protein prov
3025	34	34	8	0			Protein crea
3027	34	34	7	0			Deoxyribonuclease i
3071	34	34	8	0			Ribose abc transporter substrate-binding protein rbsb
3158	34	34	8	0			Transcription/translation regulatory transformer protein rfah
3313	34	34	8	0			Oxygen-insensitive nadph nitroreductase
3316	34	35	7	0			N-succinylarginine dihydrolase
3318	34	34	7	0			Arginine n-succinyltransferase
3332	34	36	8	0			Benzoate/h(+) symporter bene family transporter
3451	34	34	8	0			Winged helix-turn-helix domain-containing protein
3796	34	34	8	0			Tellurite resistance methyltransferase tehb
4438	34	34	7	0			Peptide abc transporter permease sapc
4560	34	34	7	0			Putrescine abc transporter permease sapb
4917	34	34	7	0			Membrane integrity-associated transporter subunit pqic
4979	34	36	9	0			Fe(3+)-hydroxamate abc transporter substrate-binding protein fhud
5961	34	34	7	0			Chromosome partition protein mukf
5983	34	34	7	0			Duf412 domain-containing protein
6011	34	34	7	0			Topoisomerase dna-binding c4 zinc finger domain-containing protein
6013	34	34	7	0			Lapa family protein
6058	34	34	7	0			Lps export abc transporter periplasmic protein lptc
6059	34	34	7	0			Lipid asymmetry maintenance protein mlab
6071	34	34	7	0			Phosphopentomutase
6081	34	34	7	0			Cdp-diacylglycerol--serine o-phosphatidyltransferase
6098	34	34	7	0			Trab/gumn family protein
6108	34	34	7	0			3-deoxy-7-phosphoheptulonate synthase arog
6125	34	34	7	0			Membrane integrity-associated transporter subunit pqia
6216	34	34	7	0			Dna mismatch repair endonuclease muth
6251	34	34	7	0			Voc family protein
6252	34	34	7	0			Lauroyl-kdo(2)-lipid iv(a) myristoyltransferase
6257	34	34	7	0			Slp family lipoprotein
6258	34	34	8	0			Fatty acid metabolism transcriptional regulator fadr
6305	34	34	7	0			Penicillin-insensitive murein endopeptidase
6354	34	36	7	0			Anaerobic c4-dicarboxylate transporter
6364	34	34	8	0			1,4-dihydroxy-2-naphthoate polyprenyltransferase
6413	34	36	7	0			Phosphatidylglycerophosphatase b
6466	34	34	7	0			Cytidine deaminase
6511	34	34	7	0			Trna1(val) (adenine(37)-n6)-methyltransferase
6513	34	34	7	0			Bifunctional chorismate mutase/prephenate dehydrogenase
6517	34	35	8	0			Carbohydrate porin
6668	34	34	7	0			Menaquinone-dependent protoporphyrinogen ix dehydrogenase
6733	34	34	7	0			Thymidine phosphorylase
6801	34	34	7	0			Replication initiation negative regulator seqa
6808	34	35	9	0			Galactose-1-epimerase
6826	34	34	7	0			Chromosome partition protein mukb
6827	34	34	7	0			L,d-transpeptidase
6828	34	34	8	0			Ycbk family protein
6830	34	34	7	0			Intermembrane transport protein pqib
7535	34	34	10	0			Glycerophosphodiester phosphodiesterase
104	33	35	9	0			L-lactate permease
119	33	33	7	0			Laci family dna-binding transcriptional regulator
177	33	33	7	0			Cytochrome c maturation protein ccme
178	33	33	7	0			Heme abc transporter permease
181	33	36	7	0			Abc transporter substrate-binding protein
183	33	33	7	0			Dipeptide abc transporter permease dppc
184	33	33	7	0			Dipeptide abc transporter atp-binding protein
205	33	34	7	0			Disulfide interchange protein
232	33	33	9	0			Dna-directed rna polymerase subunit alpha
243	33	33	9	0			30s ribosomal protein s3
320	33	33	8	0			Amino acid abc transporter atp-binding protein
324	33	33	7	0			Methylthioribulose 1-phosphate dehydratase
397	33	33	8	0			Grxa family glutaredoxin
598	33	33	7	0			Formate dehydrogenase accessory protein fdhe
699	33	33	7	0			Fe-s protein assembly chaperone hsca
760	33	33	10	0			Integration host factor subunit alpha
772	33	35	8	0			Alanine symporter family protein
860	33	33	8	0			Plp-dependent aspartate aminotransferase family protein
1261	33	33	8	0			Glycogen synthase glga
1275	33	33	9	0			C4-dicarboxylic acid transporter daua
1287	33	33	7	0			Neutral zinc metallopeptidase
1289	33	36	9	0			Macb family efflux pump subunit
1386	33	33	8	0			Cation symporter-1
1453	33	41	10	0			Response regulator
1499	33	34	9	0			Ygiw/ydei family stress tolerance ob fold protein
1681	33	34	9	0			Dtdp-4-dehydrorhamnose reductase
1699	33	33	7	0			Superoxide dismutase
1705	33	33	9	0			Nramp family divalent metal transporter
1760	33	34	7	0			Acyl-coa thioesterase
1773	33	33	8	0			Aspartate 1-decarboxylase
1850	33	33	8	0			Udp-n-acetylglucosamine--undecaprenyl-phosphate n-acetylglucosaminephosphotransferase
1944	33	33	7	0			Acireductone synthase
2259	33	39	9	0			Type ii secretion system major pseudopilin gspg
2278	33	33	8	0			Kef family k(+) transporter
2369	33	37	8	0			Na/pi cotransporter family protein
2652	33	37	8	0			Nark family nitrate/nitrite mfs transporter
2825	33	33	8	0			Multidrug efflux transporter transcriptional repressor acrr
2846	33	33	9	0			Flagellar type iii secretion system protein flir
2848	33	33	8	0			Flagellar basal body-associated protein flil
2870	33	33	7	0			Ai-2e family transporter ydik
2871	33	34	7	0			Pyruvate kinase pykf
2899	33	33	7	0			Universal stress protein uspe
2918	33	33	8	0			Threonine/homoserine exporter rhta
2922	33	33	8	0			Dmt family transporter
2939	33	33	8	0			Flagellar hook-associated protein flgk
2946	33	33	8	0			Flagellar motor protein motb
3004	33	33	8	0			Adenylyl-sulfate kinase
3005	33	33	7	0			Nadph-dependent assimilatory sulfite reductase flavoprotein subunit
3024	33	33	8	0			Mfs transporter
3065	33	33	7	0			Aspartate 1-decarboxylase autocleavage activator panm
3067	33	33	8	0			Heat shock chaperone ibpa
3068	33	34	8	0			Glutamine synthetase family protein
3081	33	33	8	0			Flagellar assembly protein flih
3151	33	33	7	0			Allantoinase puue
3300	33	33	7	0			Succinylglutamate desuccinylase
3351	33	33	7	0			Mate family efflux transporter dinf
3711	33	33	8	0			Flagellar biosynthetic protein flio
4015	33	33	9	0			Oligopeptide abc transporter permease oppb
4759	33	33	8	0			Formate transporter foca
5122	33	33	8	0			Hamp domain-containing histidine kinase
5295	33	33	7	0			Gnat family n-acetyltransferase
5817	33	33	7	0			Peptide abc transporter atp-binding protein sapf
5826	33	33	7	0			Flavodoxin flda
5886	33	33	7	0			50s ribosomal protein l25
5913	33	33	8	0			Acetolactate synthase 2 small subunit
5917	33	33	7	0			Phosphoribulokinase
5919	33	34	8	0			Transcriptional regulator
5968	33	33	7	0			Chromosome partition protein muke
6110	33	33	7	0			Pyridoxal phosphatase
6193	33	33	7	0			Der gtpase-activating protein yihi
6226	33	38	8	0			Fructose-1-phosphate/6-phosphogluconate phosphatase
6279	33	33	7	0			Pts mannitol transporter subunit iicba
6294	33	33	7	0			Formate c-acetyltransferase
6306	33	33	7	0			Elongation factor p hydroxylase
6368	33	33	10	0			Udp-n-acetylglucosamine 2-epimerase (non-hydrolyzing)
6432	33	33	7	0			Copper homeostasis protein cutc
6508	33	33	7	0			Duf1007 family protein
6518	33	33	7	0			Sucrose-6-phosphate hydrolase
6619	33	33	7	0			Mannitol-1-phosphate 5-dehydrogenase
6621	33	33	8	0			Glycine c-acetyltransferase
6700	33	33	7	0			Bifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
6768	33	34	8	0			Beta-galactosidase
6807	33	35	9	0			Cdf family zinc transporter zitb
6846	33	33	7	0			Lipoprotein
6849	33	33	8	0			N-acetylglucosamine kinase
6930	33	33	7	0			Flap endonuclease xni
59	32	32	8	0			Ubiquinone reductase (na(+)-transporting) subunit f
137	32	32	9	0			Dmt family transporter
167	32	32	8	0			Camp-activated global transcriptional regulator crp
281	32	32	8	0			Transcriptional regulator asnc
676	32	33	7	0			2-isopropylmalate synthase
851	32	32	10	0			Carbon storage regulator csra
888	32	32	7	0			Divergent polysaccharide deacetylase family protein
896	32	32	7	0			Duf853 domain-containing protein
953	32	32	8	0			Yhgn family naat transporter
1106	32	32	9	0			Electron transport complex subunit rsxa
1219	32	32	7	0			Pyruvate formate lyase 1-activating protein
1229	32	32	7	0			Arginine abc transporter atp-binding protein artp
1280	32	32	7	0			L-cystine transporter
1452	32	32	8	0			Two-component system sensor histidine kinase envz
1583	32	32	9	0			Fe(3+)-siderophore abc transporter permease
1762	32	33	9	0			Polysaccharide biosynthesis tyrosine autokinase
1802	32	32	9	0			Nadh-quinone oxidoreductase subunit b
1806	32	32	9	0			Nadh-quinone oxidoreductase subunit nuoi
2032	32	32	9	0			Alkyl hydroperoxide reductase subunit c
2142	32	32	8	0			Bifunctional dna-binding transcriptional regulator/o6-methylguanine-dna methyltransferase ada
2319	32	32	8	0			Alanine transaminase
2484	32	32	9	0			Rna polymerase sigma factor flia
2507	32	32	8	0			Redox-sensitive transcriptional activator soxr
2518	32	32	8	0			Glutathione s-transferase family protein
2589	32	32	9	0			Cytochrome o ubiquinol oxidase subunit iv
2730	32	32	7	0			Amino acid abc transporter permease
2772	32	33	7	0			Duf485 domain-containing protein
2794	32	33	8	0			Gtpase
2821	32	32	7	0			Protein deglycase yajl
2847	32	32	8	0			Flagellar motor switch protein flim
